date,Qin,flg_2ji
1959/8/11 10:00,18,0
1959/8/11 11:00,18,0
1959/8/11 12:00,18,0
1959/8/11 13:00,18,0
1959/8/11 14:00,18,0
1959/8/11 15:00,18,0
1959/8/11 16:00,18,0
1959/8/11 17:00,18,0
1959/8/11 18:00,18,0
1959/8/11 19:00,18,0
1959/8/11 20:00,18,0
1959/8/11 21:00,18,0
1959/8/11 22:00,18,0
1959/8/11 23:00,18,0
1959/8/12 0:00,18,0
1959/8/12 1:00,18,0
1959/8/12 2:00,18,0
1959/8/12 3:00,18,0
1959/8/12 4:00,18,0
1959/8/12 5:00,18,0
1959/8/12 6:00,18,0
1959/8/12 7:00,18,0
1959/8/12 8:00,18,0
1959/8/12 9:00,18,0
1959/8/12 10:00,18,0
1959/8/12 11:00,18,0
1959/8/12 12:00,18,0
1959/8/12 13:00,18,0
1959/8/12 14:00,20,0
1959/8/12 15:00,26,0
1959/8/12 16:00,34,0
1959/8/12 17:00,42,0
1959/8/12 18:00,52,0
1959/8/12 19:00,62,0
1959/8/12 20:00,69,0
1959/8/12 21:00,78,0
1959/8/12 22:00,91,0
1959/8/12 23:00,97,0
1959/8/13 0:00,95,0
1959/8/13 1:00,89,0
1959/8/13 2:00,83,0
1959/8/13 3:00,76,0
1959/8/13 4:00,71,0
1959/8/13 5:00,67,0
1959/8/13 6:00,66,0
1959/8/13 7:00,67,0
1959/8/13 8:00,68,0
1959/8/13 9:00,71,0
1959/8/13 10:00,75,0
1959/8/13 11:00,75,0
1959/8/13 12:00,73,0
1959/8/13 13:00,70,0
1959/8/13 14:00,69,0
1959/8/13 15:00,76,0
1959/8/13 16:00,94,0
1959/8/13 17:00,127,0
1959/8/13 18:00,188,0
1959/8/13 19:00,261,0
1959/8/13 20:00,383,0
1959/8/13 21:00,593,0
1959/8/13 22:00,679,0
1959/8/13 23:00,840,0
1959/8/14 0:00,1460,0
1959/8/14 1:00,2027,0
1959/8/14 2:00,3211,0
1959/8/14 3:00,5269,0
1959/8/14 4:00,5778,0
1959/8/14 5:00,4731,0
1959/8/14 6:00,2893,0
1959/8/14 7:00,1798,0
1959/8/14 8:00,1140,0
1959/8/14 9:00,786,0
1959/8/14 10:00,581,0
1959/8/14 11:00,448,0
1959/8/14 12:00,358,0
1959/8/14 13:00,295,0
1959/8/14 14:00,249,0
1959/8/14 15:00,214,0
1959/8/14 16:00,187,0
1959/8/14 17:00,166,0
1959/8/14 18:00,149,0
1959/8/14 19:00,135,0
1959/8/14 20:00,123,0
1959/8/14 21:00,113,0
